timestamp,U1PosX, U1PosY, U1PosZ,U1HeadPosX, U1HeadPosY, U1HeadPosZ,U1HeadForwardX, U1HeadForwardY, U1HeadForwardZ,U1HeadUpX, U1HeadUpY, U1HeadUpZ,U1HeadCone,U1LeftEyeX,U1LeftEyeY,U1LeftEyeZ,U1RightEyeX,U1RightEyeY,U1RightEyeZ,U1GazeX,U1GazeY,U1GazeZ,U1ControllerRPosX, U1ControllerRPosY, U1ControllerRPosZ,U1ControllerREAngX, U1ControllerREAngY,  U1ControllerREAngZ,U1ControllerLPosX, U1ControllerLPosY, U1ControllerLPosZ,U1ControllerLEAngX, U1ControllerLEAngY,  U1ControllerLEAngZ,U1PointerX, U1PointerY,  U1PointerZ,U2Speech,U2PosX, U1PosY, U1PosZ,U2HeadPosX, U2HeadPosY, U2HeadPosZ,U2HeadForwardX, U2HeadForwardY, U2HeadForwardZ,U2HeadUpX, U2HeadUpY, U2HeadUpZ,U2HeadCone,U2LeftEyeX,U2LeftEyeY,U2LeftEyeZ,U2RightEyeX,U2RightEyeY,U2RightEyeZ,U2GazeX,U2GazeY,U2GazeZ,U2ControllerRPosX, U2ControllerRPosY, U2ControllerRPosZ,U2ControllerREAngX, U2ControllerREAngY,  U2ControllerREAngZ,U2ControllerLPosX, U2ControllerLPosY, U2ControllerLPosZ,U2ControllerLEAngX, U2ControllerLEAngY,  U2ControllerLEAngZ,U2PointerX, U2PointerY,  U2PointerZ,U2Speech
52.300,0.000, 0.000, 0.000,0.026, 1.678, -0.026,0.032, -0.122, 0.992,-0.021, 0.992, 0.123,,0.001, 0.990, 0.144,0.001, 0.990, 0.144,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.871, 335.541, 87.788,-0.186, 1.344, 0.366,3.323, 356.824, 274.171,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.163, -0.629,0.125, -0.004, 0.992,0.032, 0.999, 0.000,,0.056, 0.998, 0.019,0.056, 0.998, 0.019,0.116, 0.746, 2.973,-0.316, 0.671, -0.405,41.432, 52.814, 355.816,-0.261, 0.716, -0.452,57.446, 327.330, 77.318,null,null,null,
52.333,0.000, 0.000, 0.000,0.026, 1.678, -0.026,0.025, -0.116, 0.993,-0.022, 0.993, 0.117,,0.000, 0.990, 0.138,0.000, 0.990, 0.138,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.870, 335.541, 87.781,-0.186, 1.344, 0.366,3.325, 356.823, 274.165,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.164, -0.628,0.126, 0.000, 0.992,0.033, 0.999, -0.004,,0.057, 0.998, 0.015,0.057, 0.998, 0.015,0.116, 0.746, 2.973,-0.316, 0.671, -0.405,41.442, 52.805, 355.805,-0.261, 0.716, -0.452,57.469, 327.327, 77.357,null,null,null,
52.365,0.000, 0.000, 0.000,0.026, 1.678, -0.026,0.019, -0.111, 0.994,-0.023, 0.994, 0.111,,-0.001, 0.991, 0.133,-0.001, 0.991, 0.133,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.870, 335.541, 87.776,-0.186, 1.344, 0.366,3.327, 356.822, 274.163,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.164, -0.628,0.127, -0.001, 0.992,0.034, 0.999, -0.003,,0.057, 0.998, 0.016,0.057, 0.998, 0.016,0.116, 0.746, 2.973,-0.316, 0.671, -0.405,41.459, 52.792, 355.778,-0.261, 0.715, -0.452,57.472, 327.375, 77.428,null,null,null,
52.399,0.000, 0.000, 0.000,0.026, 1.678, -0.026,0.013, -0.106, 0.994,-0.023, 0.994, 0.106,,-0.002, 0.992, 0.128,-0.002, 0.992, 0.127,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.869, 335.540, 87.772,-0.186, 1.344, 0.366,3.328, 356.820, 274.156,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.163, -0.628,0.129, -0.002, 0.992,0.034, 0.999, -0.003,,0.058, 0.998, 0.016,0.058, 0.998, 0.016,0.142, 0.736, 2.973,-0.316, 0.671, -0.406,41.473, 52.796, 355.773,-0.261, 0.715, -0.453,57.473, 327.386, 77.440,null,null,null,
52.466,0.000, 0.000, 0.000,0.026, 1.679, -0.027,0.002, -0.095, 0.995,-0.025, 0.995, 0.095,,-0.003, 0.993, 0.117,-0.003, 0.993, 0.117,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.871, 335.540, 87.764,-0.186, 1.344, 0.366,3.330, 356.818, 274.147,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.163, -0.627,0.132, -0.006, 0.991,0.032, 0.999, 0.002,,0.056, 0.998, 0.021,0.056, 0.998, 0.020,0.138, 0.709, 2.973,-0.315, 0.671, -0.406,41.478, 52.811, 355.801,-0.260, 0.715, -0.453,57.479, 327.245, 77.242,null,null,null,
52.498,0.000, 0.000, 0.000,0.026, 1.679, -0.027,0.000, -0.094, 0.996,-0.026, 0.995, 0.093,,-0.005, 0.993, 0.116,-0.005, 0.993, 0.115,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.872, 335.541, 87.760,-0.186, 1.344, 0.366,3.333, 356.818, 274.143,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.162, -0.627,0.134, -0.010, 0.991,0.032, 0.999, 0.006,,0.056, 0.998, 0.025,0.056, 0.998, 0.025,0.132, 0.706, 2.973,-0.315, 0.671, -0.406,41.469, 52.817, 355.818,-0.260, 0.715, -0.454,57.485, 327.243, 77.227,null,null,null,
52.532,0.000, 0.000, 0.000,0.026, 1.679, -0.028,-0.002, -0.093, 0.996,-0.026, 0.995, 0.093,,-0.005, 0.993, 0.115,-0.005, 0.993, 0.114,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.874, 335.542, 87.756,-0.186, 1.344, 0.366,3.331, 356.817, 274.137,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.162, -0.625,0.134, -0.011, 0.991,0.032, 0.999, 0.006,,0.056, 0.998, 0.025,0.056, 0.998, 0.025,0.132, 0.706, 2.973,-0.315, 0.671, -0.407,41.470, 52.825, 355.811,-0.260, 0.715, -0.454,57.498, 327.266, 77.297,null,null,null,
52.564,0.000, 0.000, 0.000,0.026, 1.679, -0.028,-0.002, -0.092, 0.996,-0.027, 0.995, 0.092,,-0.006, 0.993, 0.114,-0.006, 0.993, 0.114,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.875, 335.541, 87.751,-0.186, 1.344, 0.366,3.332, 356.817, 274.134,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.162, -0.625,0.135, -0.012, 0.991,0.032, 0.999, 0.007,,0.056, 0.998, 0.026,0.056, 0.998, 0.026,0.131, 0.714, 2.973,-0.315, 0.671, -0.407,41.477, 52.841, 355.782,-0.260, 0.715, -0.454,57.520, 327.283, 77.326,null,null,null,
52.600,0.000, 0.000, 0.000,0.026, 1.679, -0.028,-0.003, -0.091, 0.996,-0.028, 0.995, 0.091,,-0.006, 0.994, 0.113,-0.006, 0.994, 0.113,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.876, 335.542, 87.748,-0.186, 1.344, 0.366,3.333, 356.817, 274.131,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.162, -0.624,0.135, -0.014, 0.991,0.032, 0.999, 0.010,,0.056, 0.998, 0.029,0.056, 0.998, 0.029,0.134, 0.739, 2.973,-0.315, 0.671, -0.407,41.489, 52.854, 355.785,-0.260, 0.715, -0.454,57.530, 327.235, 77.261,null,null,null,
52.666,0.000, 0.000, 0.000,0.026, 1.679, -0.028,-0.001, -0.091, 0.996,-0.028, 0.995, 0.090,,-0.007, 0.994, 0.113,-0.007, 0.994, 0.112,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.877, 335.544, 87.741,-0.186, 1.344, 0.366,3.335, 356.817, 274.125,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.162, -0.625,0.135, -0.031, 0.990,0.037, 0.999, 0.026,,0.061, 0.997, 0.045,0.061, 0.997, 0.045,0.134, 0.739, 2.973,-0.315, 0.671, -0.407,41.535, 52.883, 355.866,-0.260, 0.715, -0.454,57.544, 327.083, 77.057,null,null,null,
52.697,0.000, 0.000, 0.000,0.026, 1.679, -0.028,-0.001, -0.091, 0.996,-0.028, 0.995, 0.090,,-0.007, 0.994, 0.113,-0.007, 0.994, 0.112,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.877, 335.544, 87.741,-0.186, 1.344, 0.366,3.335, 356.817, 274.125,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.625,0.134, -0.036, 0.990,0.037, 0.999, 0.031,,0.061, 0.997, 0.050,0.061, 0.997, 0.049,0.133, 0.744, 2.973,-0.315, 0.671, -0.407,41.562, 52.884, 355.855,-0.260, 0.715, -0.455,57.561, 327.126, 77.112,null,null,null,
52.733,0.000, 0.000, 0.000,0.026, 1.679, -0.028,0.000, -0.091, 0.996,-0.028, 0.995, 0.091,,-0.007, 0.994, 0.113,-0.007, 0.994, 0.112,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.878, 335.544, 87.739,-0.186, 1.344, 0.366,3.337, 356.817, 274.122,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.625,0.134, -0.037, 0.990,0.038, 0.999, 0.032,,0.062, 0.997, 0.051,0.062, 0.997, 0.051,0.133, 0.744, 2.973,-0.315, 0.670, -0.408,41.571, 52.885, 355.830,-0.260, 0.715, -0.455,57.580, 327.213, 77.219,null,null,null,
52.764,0.000, 0.000, 0.000,0.026, 1.679, -0.028,0.001, -0.091, 0.996,-0.028, 0.995, 0.091,,-0.007, 0.994, 0.113,-0.007, 0.994, 0.113,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.879, 335.545, 87.737,-0.186, 1.344, 0.366,3.339, 356.817, 274.119,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.624,0.134, -0.040, 0.990,0.038, 0.999, 0.035,,0.062, 0.997, 0.054,0.062, 0.997, 0.054,0.196, 0.772, 2.973,-0.315, 0.670, -0.408,41.571, 52.898, 355.830,-0.260, 0.715, -0.455,57.593, 327.227, 77.242,null,null,null,
52.799,0.000, 0.000, 0.000,0.026, 1.679, -0.028,0.002, -0.092, 0.996,-0.028, 0.995, 0.092,,-0.007, 0.993, 0.114,-0.007, 0.994, 0.113,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.882, 335.546, 87.734,-0.186, 1.344, 0.366,3.340, 356.815, 274.116,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.160, -0.624,0.133, -0.041, 0.990,0.039, 0.999, 0.036,,0.063, 0.997, 0.055,0.062, 0.997, 0.055,0.196, 0.772, 2.973,-0.314, 0.670, -0.408,41.550, 52.897, 355.829,-0.259, 0.715, -0.455,57.589, 327.187, 77.204,null,null,null,
52.865,0.000, 0.000, 0.000,0.026, 1.679, -0.027,0.002, -0.092, 0.996,-0.029, 0.995, 0.092,,-0.008, 0.993, 0.114,-0.008, 0.993, 0.114,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.883, 335.547, 87.729,-0.186, 1.344, 0.366,3.342, 356.814, 274.109,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.623,0.134, -0.039, 0.990,0.039, 0.999, 0.034,,0.063, 0.997, 0.053,0.063, 0.997, 0.053,0.198, 0.773, 2.973,-0.314, 0.670, -0.408,41.512, 52.901, 355.835,-0.259, 0.714, -0.455,57.577, 327.154, 77.161,null,null,null,
52.899,0.000, 0.000, 0.000,0.026, 1.679, -0.027,0.002, -0.093, 0.996,-0.029, 0.995, 0.093,,-0.008, 0.993, 0.115,-0.008, 0.993, 0.115,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.884, 335.548, 87.726,-0.186, 1.344, 0.366,3.342, 356.813, 274.106,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.623,0.135, -0.039, 0.990,0.039, 0.999, 0.034,,0.063, 0.997, 0.053,0.063, 0.997, 0.053,0.198, 0.773, 2.973,-0.314, 0.670, -0.408,41.506, 52.889, 355.816,-0.259, 0.714, -0.455,57.573, 327.179, 77.186,null,null,null,
52.933,0.000, 0.000, 0.000,0.026, 1.679, -0.027,0.002, -0.094, 0.996,-0.029, 0.995, 0.094,,-0.008, 0.993, 0.116,-0.008, 0.993, 0.116,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.885, 335.549, 87.723,-0.186, 1.344, 0.366,3.343, 356.812, 274.102,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.623,0.135, -0.040, 0.990,0.039, 0.999, 0.035,,0.063, 0.997, 0.054,0.063, 0.997, 0.053,0.198, 0.773, 2.973,-0.314, 0.670, -0.408,41.504, 52.871, 355.800,-0.259, 0.714, -0.455,57.586, 327.185, 77.194,null,null,null,
52.964,0.000, 0.000, 0.000,0.026, 1.678, -0.027,0.003, -0.095, 0.995,-0.029, 0.995, 0.095,,-0.008, 0.993, 0.117,-0.008, 0.993, 0.117,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.887, 335.550, 87.721,-0.186, 1.344, 0.366,3.347, 356.812, 274.102,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.623,0.135, -0.039, 0.990,0.039, 0.999, 0.034,,0.063, 0.997, 0.053,0.063, 0.997, 0.053,0.196, 0.767, 2.973,-0.314, 0.670, -0.408,41.508, 52.855, 355.796,-0.259, 0.714, -0.455,57.584, 327.147, 77.162,null,null,null,
53.008,0.000, 0.000, 0.000,0.026, 1.678, -0.027,0.003, -0.095, 0.995,-0.029, 0.995, 0.095,,-0.008, 0.993, 0.117,-0.008, 0.993, 0.117,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.887, 335.551, 87.719,-0.186, 1.344, 0.366,3.348, 356.810, 274.099,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.623,0.135, -0.038, 0.990,0.039, 0.999, 0.033,,0.063, 0.997, 0.052,0.063, 0.997, 0.051,0.199, 0.779, 2.973,-0.314, 0.670, -0.408,41.503, 52.846, 355.795,-0.259, 0.714, -0.455,57.565, 327.145, 77.136,null,null,null,
53.042,0.000, 0.000, 0.000,0.026, 1.678, -0.028,0.004, -0.095, 0.995,-0.029, 0.995, 0.095,,-0.007, 0.993, 0.117,-0.007, 0.993, 0.116,0.000, 0.000, 0.000,0.026, 1.360, 0.430,3.889, 335.552, 87.716,-0.186, 1.344, 0.366,3.346, 356.811, 274.092,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.624,0.136, -0.037, 0.990,0.040, 0.999, 0.032,,0.064, 0.997, 0.051,0.064, 0.997, 0.050,0.199, 0.779, 2.973,-0.314, 0.670, -0.408,41.496, 52.834, 355.791,-0.259, 0.714, -0.455,57.555, 327.171, 77.169,null,null,null,
53.075,0.000, 0.000, 0.000,0.026, 1.678, -0.028,0.006, -0.095, 0.995,-0.029, 0.995, 0.095,,-0.007, 0.993, 0.117,-0.007, 0.993, 0.117,0.229, 1.537, 2.973,0.026, 1.360, 0.430,3.890, 335.554, 87.713,-0.186, 1.344, 0.366,3.350, 356.812, 274.094,null,null,null,,-0.305, 0.000, -0.549,-0.244, 1.161, -0.624,0.136, -0.037, 0.990,0.041, 0.999, 0.032,,0.065, 0.997, 0.051,0.065, 0.997, 0.051,0.201, 0.779, 2.973,-0.314, 0.670, -0.408,41.482, 52.811, 355.763,-0.259, 0.714, -0.455,57.560, 327.204, 77.233,null,null,null,
53.141,0.000, 0.000, 0.000,0.027, 1.678, -0.027,0.008, -0.096, 0.995,-0.027, 0.995, 0.096,,-0.006, 0.993, 0.118,-0.006, 0.993, 0.118,0.229, 1.537, 2.973,0.026, 1.360, 0.430,3.889, 335.554, 87.711,-0.186, 1.344, 0.366,3.352, 356.811, 274.087,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.625,0.138, -0.040, 0.990,0.041, 0.999, 0.034,,0.066, 0.996, 0.053,0.065, 0.996, 0.053,0.201, 0.779, 2.973,-0.314, 0.670, -0.408,41.452, 52.791, 355.709,-0.259, 0.714, -0.455,57.569, 327.245, 77.310,null,null,null,
53.176,0.000, 0.000, 0.000,0.027, 1.678, -0.027,0.010, -0.097, 0.995,-0.026, 0.995, 0.097,,-0.005, 0.993, 0.119,-0.005, 0.993, 0.119,0.243, 1.583, 2.973,0.026, 1.360, 0.430,3.892, 335.556, 87.707,-0.186, 1.344, 0.366,3.354, 356.812, 274.085,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.625,0.139, -0.040, 0.989,0.042, 0.999, 0.034,,0.066, 0.996, 0.053,0.066, 0.996, 0.053,0.204, 0.788, 2.973,-0.314, 0.670, -0.408,41.443, 52.798, 355.725,-0.259, 0.714, -0.455,57.548, 327.235, 77.290,null,null,null,
53.209,0.000, 0.000, 0.000,0.027, 1.678, -0.027,0.013, -0.098, 0.995,-0.025, 0.995, 0.098,,-0.004, 0.993, 0.120,-0.004, 0.993, 0.120,0.243, 1.583, 2.973,0.026, 1.360, 0.430,3.893, 335.556, 87.704,-0.186, 1.344, 0.366,3.357, 356.811, 274.085,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.624,0.140, -0.040, 0.989,0.042, 0.999, 0.034,,0.066, 0.996, 0.053,0.066, 0.996, 0.053,0.205, 0.788, 2.973,-0.314, 0.670, -0.408,41.433, 52.786, 355.726,-0.259, 0.714, -0.455,57.546, 327.236, 77.275,null,null,null,
53.242,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.015, -0.100, 0.995,-0.025, 0.995, 0.100,,-0.004, 0.993, 0.122,-0.004, 0.993, 0.122,0.243, 1.583, 2.973,0.026, 1.360, 0.430,3.895, 335.556, 87.703,-0.186, 1.344, 0.366,3.359, 356.810, 274.082,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.624,0.140, -0.039, 0.989,0.043, 0.999, 0.033,,0.067, 0.996, 0.052,0.067, 0.996, 0.052,0.205, 0.788, 2.973,-0.314, 0.670, -0.408,41.424, 52.776, 355.701,-0.258, 0.714, -0.455,57.551, 327.220, 77.269,null,null,null,
53.308,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.016, -0.102, 0.995,-0.024, 0.994, 0.103,,-0.003, 0.992, 0.124,-0.003, 0.992, 0.124,0.229, 1.475, 2.973,0.026, 1.360, 0.430,3.899, 335.557, 87.698,-0.186, 1.344, 0.366,3.360, 356.809, 274.073,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.624,0.141, -0.037, 0.989,0.043, 0.999, 0.031,,0.067, 0.996, 0.050,0.067, 0.996, 0.050,0.208, 0.751, 2.973,-0.314, 0.669, -0.408,41.408, 52.753, 355.689,-0.258, 0.714, -0.455,57.554, 327.221, 77.319,null,null,null,
53.341,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.017, -0.103, 0.995,-0.024, 0.994, 0.103,,-0.003, 0.992, 0.125,-0.003, 0.992, 0.125,0.229, 1.475, 2.973,0.026, 1.360, 0.430,3.899, 335.557, 87.696,-0.186, 1.344, 0.366,3.362, 356.808, 274.073,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.623,0.142, -0.037, 0.989,0.044, 0.999, 0.031,,0.068, 0.996, 0.050,0.068, 0.996, 0.049,0.208, 0.751, 2.973,-0.314, 0.669, -0.408,41.410, 52.765, 355.698,-0.258, 0.713, -0.455,57.556, 327.191, 77.280,null,null,null,
53.374,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.017, -0.104, 0.994,-0.024, 0.994, 0.104,,-0.003, 0.992, 0.126,-0.003, 0.992, 0.126,0.237, 1.431, 2.973,0.026, 1.360, 0.430,3.900, 335.557, 87.695,-0.186, 1.344, 0.366,3.364, 356.808, 274.071,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.623,0.142, -0.036, 0.989,0.043, 0.999, 0.030,,0.067, 0.997, 0.049,0.067, 0.997, 0.049,0.213, 0.754, 2.973,-0.313, 0.669, -0.408,41.418, 52.772, 355.716,-0.258, 0.713, -0.455,57.548, 327.150, 77.255,null,null,null,
53.409,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.017, -0.106, 0.994,-0.025, 0.994, 0.106,,-0.003, 0.992, 0.128,-0.003, 0.992, 0.127,0.237, 1.431, 2.973,0.026, 1.360, 0.430,3.900, 335.557, 87.693,-0.186, 1.344, 0.366,3.366, 356.808, 274.069,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.623,0.142, -0.036, 0.989,0.043, 0.999, 0.030,,0.068, 0.997, 0.049,0.067, 0.997, 0.048,0.213, 0.754, 2.973,-0.313, 0.669, -0.408,41.417, 52.781, 355.728,-0.258, 0.713, -0.455,57.553, 327.148, 77.264,null,null,null,
53.441,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.017, -0.108, 0.994,-0.025, 0.994, 0.108,,-0.003, 0.992, 0.130,-0.003, 0.992, 0.130,0.237, 1.431, 2.973,0.026, 1.360, 0.430,3.901, 335.557, 87.691,-0.186, 1.344, 0.366,3.366, 356.808, 274.065,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.623,0.142, -0.036, 0.989,0.044, 0.999, 0.030,,0.068, 0.997, 0.049,0.068, 0.997, 0.048,0.213, 0.754, 2.973,-0.313, 0.669, -0.408,41.422, 52.795, 355.735,-0.258, 0.713, -0.455,57.566, 327.180, 77.293,null,null,null,
53.475,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.018, -0.111, 0.994,-0.026, 0.993, 0.112,,-0.004, 0.991, 0.133,-0.004, 0.991, 0.133,0.267, 1.441, 2.973,0.026, 1.360, 0.430,3.903, 335.557, 87.689,-0.186, 1.344, 0.366,3.367, 356.807, 274.062,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.161, -0.622,0.143, -0.036, 0.989,0.044, 0.999, 0.030,,0.068, 0.996, 0.049,0.068, 0.996, 0.048,0.215, 0.762, 2.973,-0.313, 0.669, -0.408,41.434, 52.802, 355.740,-0.258, 0.713, -0.455,57.566, 327.178, 77.302,null,null,null,
53.541,0.000, 0.000, 0.000,0.027, 1.677, -0.026,0.020, -0.116, 0.993,-0.025, 0.993, 0.117,,-0.003, 0.990, 0.138,-0.003, 0.990, 0.138,0.275, 1.454, 2.973,0.026, 1.360, 0.430,3.902, 335.557, 87.685,-0.186, 1.344, 0.366,3.370, 356.805, 274.054,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.622,0.143, -0.036, 0.989,0.045, 0.999, 0.030,,0.069, 0.996, 0.049,0.069, 0.996, 0.049,0.214, 0.767, 2.973,-0.313, 0.669, -0.407,41.434, 52.810, 355.756,-0.258, 0.713, -0.454,57.566, 327.169, 77.282,null,null,null,
53.574,0.000, 0.000, 0.000,0.027, 1.678, -0.026,0.021, -0.118, 0.993,-0.024, 0.993, 0.118,,-0.003, 0.990, 0.140,-0.003, 0.990, 0.139,0.267, 1.469, 2.973,0.026, 1.360, 0.430,3.902, 335.558, 87.683,-0.186, 1.344, 0.366,3.371, 356.804, 274.052,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.622,0.143, -0.037, 0.989,0.045, 0.999, 0.031,,0.069, 0.996, 0.049,0.069, 0.996, 0.049,0.164, 0.770, 2.973,-0.313, 0.669, -0.407,41.428, 52.810, 355.761,-0.258, 0.713, -0.454,57.567, 327.158, 77.267,null,null,null,
53.608,0.000, 0.000, 0.000,0.028, 1.678, -0.026,0.021, -0.118, 0.993,-0.023, 0.993, 0.119,,-0.002, 0.990, 0.140,-0.002, 0.990, 0.140,0.267, 1.469, 2.973,0.026, 1.360, 0.430,3.901, 335.559, 87.681,-0.186, 1.344, 0.366,3.371, 356.802, 274.048,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.622,0.144, -0.037, 0.989,0.045, 0.999, 0.031,,0.069, 0.996, 0.050,0.069, 0.996, 0.049,0.164, 0.770, 2.973,-0.313, 0.669, -0.407,41.422, 52.805, 355.752,-0.258, 0.713, -0.454,57.572, 327.176, 77.284,null,null,null,
53.642,0.000, 0.000, 0.000,0.028, 1.678, -0.026,0.022, -0.118, 0.993,-0.023, 0.993, 0.118,,-0.001, 0.990, 0.140,-0.001, 0.990, 0.139,0.267, 1.469, 2.973,0.026, 1.360, 0.430,3.902, 335.561, 87.676,-0.186, 1.344, 0.366,3.373, 356.802, 274.045,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.622,0.144, -0.037, 0.989,0.045, 0.998, 0.031,,0.070, 0.996, 0.050,0.069, 0.996, 0.049,0.164, 0.770, 2.973,-0.313, 0.669, -0.407,41.422, 52.802, 355.750,-0.258, 0.713, -0.454,57.565, 327.180, 77.291,null,null,null,
53.675,0.000, 0.000, 0.000,0.028, 1.678, -0.026,0.022, -0.118, 0.993,-0.022, 0.993, 0.118,,0.000, 0.990, 0.140,0.000, 0.990, 0.139,0.265, 1.448, 2.973,0.026, 1.360, 0.430,3.904, 335.560, 87.673,-0.186, 1.344, 0.366,3.376, 356.801, 274.046,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.622,0.144, -0.037, 0.989,0.046, 0.998, 0.031,,0.070, 0.996, 0.050,0.070, 0.996, 0.049,0.144, 0.760, 2.973,-0.313, 0.669, -0.407,41.413, 52.801, 355.759,-0.258, 0.713, -0.454,57.556, 327.167, 77.281,null,null,null,
53.742,0.000, 0.000, 0.000,0.028, 1.678, -0.026,0.023, -0.120, 0.993,-0.020, 0.993, 0.120,,0.001, 0.990, 0.142,0.001, 0.990, 0.141,0.265, 1.448, 2.973,0.026, 1.360, 0.430,3.903, 335.559, 87.667,-0.186, 1.344, 0.366,3.378, 356.800, 274.040,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.622,0.144, -0.036, 0.989,0.045, 0.999, 0.030,,0.070, 0.996, 0.049,0.070, 0.996, 0.048,0.144, 0.760, 2.973,-0.313, 0.669, -0.407,41.402, 52.797, 355.760,-0.257, 0.713, -0.454,57.553, 327.155, 77.247,null,null,null,
53.776,0.000, 0.000, 0.000,0.028, 1.678, -0.026,0.023, -0.120, 0.992,-0.020, 0.992, 0.121,,0.002, 0.990, 0.142,0.002, 0.990, 0.142,0.273, 1.484, 2.973,0.026, 1.360, 0.430,3.904, 335.560, 87.664,-0.186, 1.344, 0.366,3.378, 356.799, 274.034,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.621,0.144, -0.035, 0.989,0.046, 0.999, 0.029,,0.070, 0.996, 0.047,0.070, 0.996, 0.047,0.139, 0.757, 2.973,-0.313, 0.669, -0.406,41.401, 52.791, 355.755,-0.257, 0.713, -0.454,57.552, 327.163, 77.256,null,null,null,
53.809,0.000, 0.000, 0.000,0.028, 1.677, -0.026,0.023, -0.121, 0.992,-0.020, 0.992, 0.122,,0.002, 0.990, 0.143,0.002, 0.990, 0.143,0.273, 1.484, 2.973,0.026, 1.360, 0.430,3.905, 335.561, 87.660,-0.186, 1.344, 0.366,3.382, 356.799, 274.033,null,null,null,,-0.305, 0.000, -0.549,-0.243, 1.160, -0.621,0.144, -0.035, 0.989,0.046, 0.999, 0.029,,0.070, 0.996, 0.047,0.070, 0.996, 0.047,0.139, 0.757, 2.973,-0.313, 0.669, -0.406,41.403, 52.780, 355.744,-0.257, 0.713, -0.454,57.552, 327.163, 77.286,null,null,null,
